id,url,title,datetime,description,address,website,Source,source_name,image_url,event_time,organizer,event_format
1,https://www.tokyo-solamachi.jp/event/2551/,東京スカイツリータウン®  13周年感謝祭,期間：2025年5月9日 ～ 2025年6月1日,"5月22日に東京スカイツリータウンは13周年を迎えます。
13周年を記念して、限定メニューや商品などをご用意！
その他にも、様々なフェアやイベントを開催します。

①13周年記念メニュー
▷今だけのおいしさをお見逃しなく！
②13周年記念商品＆フェア
▷この期間だけのスペシャルアイテムも！
③ハッピーバッグ＆スクラッチ（5/16（金）スタート）
▷お得なセットに“ハズレなし”のスクラッチ付！
④13周年大感謝抽選会（5/16（金）スタート）
▷合計4,400名様以上に豪華景品が当たる！
⑤13周年記念ピンバッジプレゼント（5/22（木）スタート）
▷開業記念日の5月22日より、1,000円以上（税込）お買い上げでプレゼント！

詳しくは、下記関連サイトをご覧ください。",東京スカイツリータウン各所,東京スカイツリータウン®  13周年感謝祭の特設サイトはこちらから,TOKYO　東京ソラマチ,TOKYO　東京ソラマチ,,,,
2,https://www.tokyo-solamachi.jp/event/2557/,ハッピーバッグ＆スクラッチ,期間：2025年5月16日 ～ 2025年6月1日,"13周年を記念して、人気商品をお得に詰め合わせた「ハッピーバッグ」を各店舗で販売！
感謝を込めて、もれなくハズレなしのスクラッチカード付きです。
数量限定なのでお見逃しなく！

スクラッチカード
A賞　東京ソラマチお買物券5,000円分・・・30名様
B賞　東京ソラマチお買物券1,000円分・・・500名様
C賞　東京ソラマチお買物券500円分・・・1,000名様
ハッピー賞　東京ソラマチお買物券100円分

※お釣りは出ません
※A賞とB賞は額面以上のお会計の際にご利用可能です
※C賞とハッピー賞はお買物券100円は1,000円（税込）ごとに1枚ご利用可能です

詳しくは、下記関連サイトをご覧ください。",東京スカイツリータウン各所,ハッピーバッグの参加店舗一覧はこちらからチェック！,TOKYO　東京ソラマチ,TOKYO　東京ソラマチ,,,,
3,https://www.tokyo-solamachi.jp/event/2556/,TOBU POINTポイントアップ！ソラマチスペシャルサンクス,期間：2025年5月16日 ～ 2025年5月25日,"2025年5月16日(金)～25日(日)の期間、「東京ソラマチ スペシャルサンクス」を開催！

東武カードのご提示で10％、TOBU POINTアプリご提示で5%にポイントアップします！
東武カードのお支払いでさらに1％ポイントアップ！
クレジット利用はもちろん、PASMOや現金でのお支払いでもポイントがたまります。
併せて、東武線乗車運賃の50％が貯まるトブポマイルキャンペーンも同時開催！詳細は関連サイトをご覧ください。

東武カードをお持ちでない方も、TOBUPOINTアプリは下記関連サイトからダウンロードいただけます。
登録無料で、登録後すぐにご利用いただけます。
ぜひこの機会に、アプリをダウンロードしてお買い物やお食事をお楽しみください。

• ポイントアップ時に付与するポイントは、『（ご利用金額×通常ポイント率）＋（ご利用金額×ポイントアップ率）』で計算されます。
• 提示ポイントと決済ポイントは、『（ご利用金額×提示ポイント率）＋（ご利用金額×決済ポイント率）』で計算されます。
• お買い物でたまるポイントの加算は翌日以降となります。
• お買物でつかうポイントの減算はリアルタイムで行います。
• アプリ登録済PASMO支払いで付与される0.5%は後日の付与になります。
※詳細は東武マーケティング株式会社(TEL:03-5396-6561)へお問い合わせください。",東京ソラマチ館内,"東武カードについての詳細はコチラ！
トブポマイルキャンペーンについての詳細はコチラ！
TOBUPOINTのご案内はこちら！",TOKYO　東京ソラマチ,TOKYO　東京ソラマチ,,,,
4,https://www.tokyo-solamachi.jp/event/2553/,13周年 記念ピンバッジプレゼント,期間：2025年5月22日 ～ 2025年6月1日,"5月22日の開業記念日より、対象店舗にて1レシート1,000円（税込）以上お買い上げいただいた方に、先着で13周年記念ピンバッジを１つプレゼントいたします。

※数に限りがございます。無くなり次第終了とさせていただきます。
※台湾祭をはじめ、一部対象外の店舗がございます。詳細は関連サイトをご確認ください。
※対象店舗では店頭POP（画像2枚目）を掲出しております。",東京スカイツリータウン各所,対象外店舗はこちらからご確認ください。,TOKYO　東京ソラマチ,TOKYO　東京ソラマチ,,,,
5,https://www.tokyo-solamachi.jp/event/2524/,台湾祭in東京スカイツリータウン®2025,期間：2025年4月5日 ～ 2025年6月1日,"「台湾祭」台湾グルメ＆ドリンクが東京スカイツリータウン®に集結、会場は台湾夜市風のネオンライトアップ！

「台湾祭」は、【365日の台湾夜市を日本で。】をテーマに台湾各地の夜市グルメなどを通じて台湾と日本の交流の懸け橋となることを目指しているイベントで、東京スカイツリータウンでは今年で3度目の開催となります。
今回はおなじみの絶品台湾グルメに加え、台湾新北市にある「楽華夜市」とのコラボメニューや、台湾産のレモンを使った「台湾生レモンサワー」が登場するなど、新しいコンテンツ盛りだくさんでお届け致します。
昼と夜で表情を変える台湾夜市風のネオンで彩られた会場も必見です。
毎年ご好評を頂いております台湾物販コーナーや台湾式マッサージ、占いブースもさらに充実。

台湾の魅力がたっぷり詰まった春のソラマチに是非お越しください。

※GW期間（4月26日～5月7日）の決済方法は「現金のみ」となります。
※ＧＷ期間（5月3日～６日）は営業時間は10：00～21：30となります。","4F スカイアリーナ
フロアガイド","台湾祭in東京スカイツリータウン®2025公式サイト
台湾祭in東京スカイツリータウン®2025公式インスタグラム
台湾祭in東京スカイツリータウン®2025公式X",TOKYO　東京ソラマチ,TOKYO　東京ソラマチ,,,,
6,https://www.tokyo-solamachi.jp/event/2562/,キモい展2025,期間：2025年5月24日 ～ 2025年7月6日,"色や形、見た目はキモチ悪いけれど、「キモい」には理由(ワケ)がある生き物を世界中から集めて展示します。

今年は、毎週月・水・金曜日の15:00～15:30日時限定でキモアニ（キモチ悪いアニマルの略）とのふれあいコーナーも開催！
帰ってきた究極のキモい体験!?
ぜひじっくり観察して、ふれあってみてください。
※心臓の悪い方、アレルギーのお持ちの方はご遠慮ください。
※通常入場料が必要となります。
※スタッフの指示を必ずお守りください。

【動物取扱に関する表示】
氏名又は名称：株式会社セッティングプロモーション　代表取締役　土田謙一/事業所の名称：キモい展2025/事業所の所在地：東京都墨田区押上一丁目1番2号　東京ソラマチ5階スぺ―ス634/種別及び登録番号：展示　25東京都展第008637号/登録年月日：令和7年5月24日/有効期限の末日：令和12年5月23日/動物取扱責任者：今井　茂","5F スペース634
フロアガイド",,TOKYO　東京ソラマチ,TOKYO　東京ソラマチ,,,,
7,https://www.tokyo-solamachi.jp/event/2543/,リコリス・リコイル × すみだスタンプラリー,期間：2025年4月25日 ～ 2025年6月1日,"人気アニメ「リコリス・リコイル」の作品の聖地を巡るデジタルスタンプラリーを、地元墨田区内を舞台に開催！
各スポットを回って、オリジナルフォトフレームを手に入れよう。

東京スカイツリータウン®では２か所のスタンプを設置します。
①東京スカイツリータウン®
②東京ミズマチ®
上記を含む、区内全10か所のスタンプスポットのうち６か所を達成するとオリジナル壁紙をプレゼントします！

期間中、WISE OWL HOSTELS RIVER TOKYOでは「リコリス・リコイル」をイメージした、ここでしか食べられないオリジナルコラボメニューを展開するほか、コネクトすみだ「まち処」では期間限定コラボオリジナルグッズも販売予定です。
皆様のご参加をお待ちしております。


【スタンプラリースポット】
1.東京スカイツリータウン
2.東京ミズマチ（コネクトすみだ［まち処］、WISE OWL HOSTELS RIVER TOKYO）
3.大黒湯
4.黄金湯
5.「リコリス・リコイル」マンホール（錦糸公園付近）
6.錦糸町マルイ
7.水上バス（東京水辺ライン両国発着場）
8.かめぱんcafe
9.さがみ庵
10.FUGA COFFEE",東京スカイツリータウン内（東京ソラマチ・東京ミズマチ各所）、墨田区内各所,"イベント公式サイト
墨田区観光協会公式サイト
コラボカフェサイト
スタンプラリーアプリ「furari」ダウンロードはこちら",TOKYO　東京ソラマチ,TOKYO　東京ソラマチ,,,,
8,https://www.tokyo-solamachi.jp/event/2558/,キーコーヒー株式会社主催「KEY DOORS＋ブランド無料コーヒー試飲会＆抽選会」,期間：2025年5月24日 ～ 2025年5月24日,"5月24日は東京スカイツリータウン® 1F ソラマチひろばで無料でコーヒーをプレゼント！

この度キーコーヒー株式会社様主催で「KEY DOORS＋ブランドの無料コーヒー試飲会＆抽選会」をソラマチ広場にて開催いたします。
コーヒーを試飲していただいたお客様には豪華賞品の当たる巨大ガラポン抽選会にご参加いただけます。
どなたでも無料でご参加いただける１日限りのイベントとなっております。
気持ちの良い初夏の季節に、芳醇で深みのある、まろやかなコク、スッキリとした口当りが特徴のコーヒーで素敵なひと時をお届け致します。

この機会にぜひ東京スカイツリータウン® 1F ソラマチひろばまでお越しくださいませ。","1F ソラマチひろば
フロアガイド",,TOKYO　東京ソラマチ,TOKYO　東京ソラマチ,,,,
9,https://www.tokyo-solamachi.jp/event/2564/,カゴメ「健直ワゴン」    無料つぶより野菜試飲会＆ベジチェック®無料測定会,期間：2025年5月24日 ～ 2025年5月25日,"以下の日程・場所にカゴメのキッチンカーがやってきます！
・5/24(土)    １Fハナミ坂ひろば
・5/25(日)    １Fソラマチひろば
6種類の国産野菜を凝縮した、野菜ジュースというよりも野菜そのものを味わっているような「つぶより野菜」を無料で試飲いただけます。
また、推定野菜摂取量を推定できる「ベジチェック®」体験会も実施します。食習慣の見直しを手軽にしてみませんか！？
その他、お子様にも喜んでいただけるコンテンツもご用意しています！この機会にぜひお越しくださいませ。",5/24(土) １Fハナミ坂ひろば／5/25(日) １Fソラマチひろば,,TOKYO　東京ソラマチ,TOKYO　東京ソラマチ,,,,
10,https://www.tokyo-solamachi.jp/event/2560/,ソラマチ大道芸 特別公演 THE サーカス,期間：2025年5月31日 ～ 2025年6月1日,"東京スカイツリータウン 開業13周年記念をお祝いして、THEサーカスと題した ソラマチ大道芸の特別公演を開催いたします。
メインゲストに魔法使いアキットを迎え、サーカスの雰囲気をテーマにした華やかな演技と13周年開業オリジナルストーリーによるパフォーマンスをお楽しみいただけます。
一般のお客様からファンの皆様まで、みんなで一緒に13周年をお祝いするイベントです。

※天候により中止となる場合がございます。","1F ソラマチひろば
フロアガイド","ソラマチ大道芸HP
スケジュールはこちら",TOKYO　東京ソラマチ,TOKYO　東京ソラマチ,,,,
